epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,9289.94,1.03845,0.63834,1.11472,0.88468,0.71533,0.78198,0.5163,1.19937,0.64151,1.26983,0.000892,0.000892,0.000892
186,9346.99,1.03592,0.62983,1.11308,0.88415,0.71529,0.78145,0.51652,1.19914,0.64108,1.26971,0.0008425,0.0008425,0.0008425
187,9405.03,1.02681,0.62565,1.10584,0.88679,0.71383,0.78181,0.51663,1.19916,0.64075,1.26967,0.000793,0.000793,0.000793
188,9461.96,1.03075,0.62846,1.11191,0.88733,0.7139,0.78208,0.51714,1.19862,0.64006,1.26928,0.0007435,0.0007435,0.0007435
189,9518.84,1.02169,0.62165,1.10496,0.88647,0.71439,0.78145,0.51722,1.19826,0.63972,1.26905,0.000694,0.000694,0.000694
190,9575.77,1.01635,0.62134,1.10836,0.88662,0.71312,0.7807,0.51734,1.19792,0.63921,1.26888,0.0006445,0.0006445,0.0006445
191,9679.79,0.97679,0.54651,1.11428,0.89412,0.71073,0.78169,0.51739,1.19752,0.63873,1.26845,0.000595,0.000595,0.000595
192,9736.58,0.94749,0.53033,1.09803,0.89393,0.71091,0.78159,0.51746,1.19734,0.63844,1.26836,0.0005455,0.0005455,0.0005455
193,9791.96,0.93876,0.52806,1.09777,0.89405,0.71036,0.78123,0.51741,1.1969,0.63795,1.26815,0.000496,0.000496,0.000496
194,9846.98,0.93027,0.5238,1.09644,0.89377,0.71036,0.78109,0.51729,1.19642,0.63761,1.26775,0.0004465,0.0004465,0.0004465
195,9901.81,0.92896,0.51917,1.08595,0.89366,0.71052,0.7818,0.51742,1.19598,0.63729,1.26743,0.000397,0.000397,0.000397
196,9956.25,0.92267,0.51935,1.08666,0.89474,0.71113,0.7818,0.51736,1.19556,0.6369,1.26719,0.0003475,0.0003475,0.0003475
197,10011.3,0.90845,0.51105,1.07943,0.89293,0.7138,0.78215,0.51744,1.19535,0.63695,1.26711,0.000298,0.000298,0.000298
198,10065.6,0.9127,0.51324,1.07955,0.89493,0.71274,0.78237,0.51791,1.19506,0.63638,1.2669,0.0002485,0.0002485,0.0002485
199,10122.7,0.91397,0.51199,1.08405,0.89522,0.71318,0.78255,0.51826,1.19459,0.63612,1.26662,0.000199,0.000199,0.000199
200,10184.1,0.90813,0.50971,1.07668,0.8959,0.7134,0.78295,0.51816,1.19442,0.63597,1.26651,0.0001495,0.0001495,0.0001495
